Category,Subcategory,Food_Number,Food_Item,Country,Year,GI_SEM,GL,Subjects,Avail_Carb_g,Test_Portion_g,Ref_Food_Time,Timepoints,Sample_Collection,Analysis_Method,Ref,GI_Value,GI_SEM_Value
SUGARS AND SYRUPS,Other sugars & syrups,1784.0,"Maple flavored syrup (Cottee's Foods, Australia)",Australia,2003,68±5,3.0,"Normal, 9",50.0,55.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,68.0,5.0
SUGARS AND SYRUPS,Other sugars & syrups,1785.0,"Maple syrup, pure Canadian (Queen Foods, Australia)",Canada,2003,54±6,3.0,"Normal, 10",50.0,68.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,54.0,6.0
SUGARS AND SYRUPS,Other sugars & syrups,1786.0,"Rice malt syrup (Pure Harvest Organic, Australia)",Australia,2013,98±6,5.0,"Normal, 10",50.0,62.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,98.0,6.0
SUGARS AND SYRUPS,Other sugars & syrups,1787.0,"Sugar, from organic fruits (Dolcedì, zucchero da frutta biologica, Rigoni di Asiago, Italy)",Italy,2009,23±5,1.0,"Normal, 10",50.0,72.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,23.0,5.0
SUGARS AND SYRUPS,Other sugars & syrups,1788.0,"Snow Pear Red Ginseng Brown Sugar, contains 2.2% Phytolin® (Queen's Joy, Wuzuo Technology, Tianjin, China)",China,2020,45±3,2.0,"Normal, 12",25.0,27.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO18,45.0,3.0
SUGARS AND SYRUPS,Other sugars & syrups,1789.0,"Xylose Sugar (90% sucrose + 10% D-Xylose) (Healtang Biotech Co., Ltd, China) Green banana/plantain (Musa sapientum)",China,2020,52±3,3.0,"Normal, 10",25.0,27.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO18,52.0,3.0
VEGETABLES,,1790.0,"Green banana, peeled, boiled 10 min",Jamaica,2005,37±5,7.0,"Normal, 10",50.0,225.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,88,37.0,5.0
VEGETABLES,,1791.0,"Green banana, peeled, fried in vegetable oil",Jamaica,2005,35±3,7.0,"Normal, 10",50.0,195.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,88,35.0,3.0
VEGETABLES,,1792.0,"Green plantain (Musa paradisiaca), peeled, boiled 10 min",Jamaica,2005,39±4,8.0,"Normal, 10",50.0,259.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,88,39.0,4.0
VEGETABLES,,1793.0,"Green plantain (Musa paradisiaca), peeled, fried in vegetable oil",Jamaica,2005,40±3,8.0,"Normal, 10",50.0,175.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,88,40.0,3.0
VEGETABLES,,1794.0,"Plantain (Musa spp. Ameletiha) chips (made from green plantain), sliced 0.8-1.2 mm thick, deep-fried",Côte d’Ivoire,2017*,45±0.3,9.0,"Normal, 28",50.0,93.8,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,115,45.0,0.0
VEGETABLES,,,"Green banana, mean of five foods Ripe banana/plantain (Musa sapientum)",,,39,,,,,,,,,,39.0,
VEGETABLES,,1795.0,"Ripe plantain (Musa paradisiaca), peeled, boiled 10 min",Jamaica,2005,66±2,13.0,"Normal, 10",50.0,308.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,88,66.0,2.0
VEGETABLES,,1796.0,"Ripe plantain (Musa paradisiaca), peeled, fried in vegetable oil",Jamaica,2005,90±6,18.0,"Normal, 10",50.0,211.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,88,90.0,6.0
VEGETABLES,Green peas,1797.0,"Peas, plain and frozen (Talleys Group Ltd, New Zealand)13",New Zealand,2011*,29±2,3.0,"Normal, 30",25.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,69,29.0,2.0
VEGETABLES,Green peas,1798.0,"Peas, frozen, heated in the microwave (McCain Foods Aust. Pty Ltd, Australia)",Australia,2020,42±4,4.0,"Normal, 10",25.0,238.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,42.0,4.0
VEGETABLES,Green peas,,"Peas, mean of two studies",,,36,,,,,,,,,,36.0,
VEGETABLES,Pumpkin,1799.0,"Butternut pumpkin, boiled",Australia,2006,51±6,5.0,"Normal, 10",25.0,352.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,51.0,6.0
VEGETABLES,Pumpkin,1800.0,"Pumpkin (Cucurbita moschata), peeled, cubed, boiled 30 min",Jamaica,2005,66±4,7.0,"Normal, 10",50.0,223.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,88,66.0,4.0
VEGETABLES,Sweet corn,1801.0,"Sweet corn, cooked in microwave for 1.5 min",Australia,2015,51±4,10.0,"Normal, 10",25.0,185.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,51.0,4.0
VEGETABLES,Sweet corn,1802.0,Sweet corn,China,2005,55±2,11.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,55.0,2.0
VEGETABLES,Sweet corn,,"Sweet corn, mean of two foods",,,53,,,,,,,,,,53.0,
VEGETABLES,Root vegetables,1803.0,"Eddoe (Colocasia esculenta var. antiquorum), peeled, boiled 30 min, refrigerated, reheated for 1 min",Canada,2003,61±10,12.0,"Normal, 10",50.0,221.0,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,116,61.0,10.0
VEGETABLES,Root vegetables,1804.0,"Carrots, unpeeled, boiled",Australia,2020,32±4,3.0,"Normal, 10",25.0,409.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,32.0,4.0
VEGETABLES,Root vegetables,1805.0,"Carrots, diced, frozen (Talleys Group Ltd) 13",New Zealand,2011*,31±2,3.0,"Normal, 30",25.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,69,31.0,2.0
VEGETABLES,Root vegetables,,"Carrots, mean of two foods",,,32,,,,,,,,,,32.0,
VEGETABLES,Root vegetables,1806.0,"Parsnips, peeled, boiled",Australia,2007,52±5,5.0,"Normal, 10",25.0,250.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,52.0,5.0
VEGETABLES,Root vegetables,1807.0,"Tannia (Xanthosoma sagittifolium), peeled, boiled 30 min, refrigerated, reheated for 1 min",Canada,2003,60±5,12.0,"Normal, 10",50.0,135.0,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,116,60.0,5.0
VEGETABLES,Baked potato,1808.0,"Irish potato (Solanum tuberosum), peeled, baked 45 min",Jamaica,2005,83±6,17.0,"Normal, 10",50.0,249.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,88,83.0,6.0
VEGETABLES,Baked potato,1809.0,"Pontiac potato, peeled and baked",Australia,1998,93±11,19.0,"Normal, 10",50.0,414.0,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,117,93.0,11.0
VEGETABLES,Boiled potato,1810.0,"Bintje potato, peeled, cut into 5 cm by 5 cm slices, at a thickness of 0.5 cm, boiled for 8-9 min",Australia,2012,94±8,19.0,"Normal, 10",25.0,189.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,118,94.0,8.0
VEGETABLES,Boiled potato,1811.0,"Carisma potato, peeled, cut into 5 cm by 5 cm slices, at a thickness of 0.5 cm, boiled for 8-9 min",Australia,2011,53±7,11.0,"Normal, 10",25.0,238.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,118,53.0,7.0
VEGETABLES,Boiled potato,1812.0,"Carisma potato, baby, peeled, cut into slices 1 cm thick, boiled for 8 min",Australia,2016,57±5,11.0,"Normal, 10",25.0,277.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,57.0,5.0
VEGETABLES,Boiled potato,1813.0,"Charlotte potato, peeled, quartered, boiled 15 min",UK,2005,66±5,13.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,119,66.0,5.0
VEGETABLES,Boiled potato,1814.0,"Charlotte potato, unpeeled, cut into slices 1 cm thick, boiled for 8 min",Australia,2009,68±6,14.0,"Normal, 11",50.0,359.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,68.0,6.0
VEGETABLES,Boiled potato,1815.0,"Desiree potato, peeled, boiled 35 min",Australia,1998,101±15,20.0,"Normal, 10",50.0,446.0,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,117,101.0,15.0
VEGETABLES,Boiled potato,1816.0,"Desiree potato, peeled, cut into 5 cm by 5 cm slices, at a thickness of 0.5 cm, boiled for 8-9 min",Australia,2011,74±8,15.0,"Normal, 10",25.0,197.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,118,74.0,8.0
VEGETABLES,Boiled potato,1817.0,"Desiree potato, peeled, cut into 5 cm by 5 cm slices, at a thickness of 0.5 cm, boiled for 8-9 min",Australia,2016,79±6,16.0,"Normal, 10",25.0,196.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,79.0,6.0
VEGETABLES,Boiled potato,1818.0,"Estima potato, peeled, quartered, boiled 15 min",UK,2005,66±5,13.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,119,66.0,5.0
VEGETABLES,Boiled potato,1819.0,"King Edward potato, peeled, quartered, boiled 15 min in unsalted water",UK,2005,75±10,15.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,119,75.0,10.0
VEGETABLES,Boiled potato,1820.0,"Maiflower potato, peeled, cut into 5 cm by 5 cm slices, at a thickness of 0.5 cm, boiled for 8-9 min",Australia,2012,103±8,21.0,"Normal, 10",25.0,189.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,118,103.0,8.0
VEGETABLES,Boiled potato,1821.0,"Marfona potato, peeled, quartered, boiled 15 min in unsalted water",UK,2005,56±3,11.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,119,56.0,3.0
VEGETABLES,Boiled potato,1822.0,"Maris Piper potato, peeled, quartered, boiled 15 min in unsalted water",UK,2005,85±4,17.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,119,85.0,4.0
VEGETABLES,Boiled potato,1823.0,"Nicola potato, peeled, quartered, boiled 15 min",UK,2005,59±7,12.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,119,59.0,7.0
VEGETABLES,Boiled potato,1824.0,"Nicola potato, unpeeled, boiled whole for 15 min",Australia,2006,58±3,12.0,"Normal, 10",50.0,471.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,58.0,3.0
VEGETABLES,Boiled potato,1825.0,"Nicola potato, peeled, cut into 5 cm by 5 cm slices, at a thickness of 0.5 cm, boiled for 8-9 min",Australia,2012,69±5,14.0,"Normal, 10",25.0,195.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,118,69.0,5.0
VEGETABLES,Boiled potato,1826.0,"Pontiac potato, peeled, boiled 35 min",Australia,1998,88±9,18.0,"Normal, 10",50.0,414.0,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,117,88.0,9.0
VEGETABLES,Boiled potato,1827.0,"Russet Burbank potato, peeled, cut into 5 cm by 5 cm slices, at a thickness of 0.5 cm, boiled for 8-9 min",Australia,2012,82±3,16.0,"Normal, 10",25.0,154.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,118,82.0,3.0
VEGETABLES,Boiled potato,1828.0,"Sebago potato, peeled, boiled for 35 min",Australia,1998,87±7,17.0,"Normal, 10",50.0,454.0,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,117,87.0,7.0
VEGETABLES,Boiled potato,1829.0,"Virginia Rose potato, peeled, cut into 5 cm by 5 cm slices, at a thickness of 0.5 cm, boiled for 8-9 min",Australia,2012,93±10,19.0,"Normal, 10",25.0,255.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,118,93.0,10.0
VEGETABLES,Boiled potato,1830.0,"Potato, novel clone, selection 1 (CV92056-4, grown to maturity in Alberta, harvested Oct. 2008), unpeeled, cut into 2.5-3 cm cubes, boiled in salted water for 15 min",Canada,2009,60±5,12.0,"Normal, 9",50.0,345.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,60.0,5.0
VEGETABLES,Boiled potato,1831.0,"Potato, novel clone, selection 1 (CV92056-4, grown to maturity in Alberta; harvested Oct. 2008), boiled for 15 min, reheated in microwave for 2-3 min",Canada,2009,75±5,15.0,"Normal, 10",50.0,345.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,75.0,5.0
VEGETABLES,Boiled potato,1832.0,"Potato, novel clone, selection 1 (CV92056-4, grown in Ontario; harvested Oct. 2009), unpeeled, cut into 2.5-3 cm cubes, boiled in salted water for 15 min",Canada,2009-,82±7,16.0,"Normal, 9",50.0,345.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,82.0,7.0
VEGETABLES,Boiled potato,1833.0,"Potato, novel clone, selection 2 (CV1102-1, grown in Alberta; harvested prior to maturity Oct. 2009), unpeeled, cut into 2.5- 3 cm cubes, boiled in salted water for 15 min",Canada,2009-,38±6,8.0,"Normal, 10",50.0,360.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,38.0,6.0
VEGETABLES,Boiled potato,1834.0,"Potato, novel clone, selection 3 (F03031, grown in New Brunswick), unpeeled, cut into 2.5-3 cm cubes, boiled in salted water for 15 min",Canada,2009,79±9,16.0,"Normal, 10",50.0,321.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,79.0,9.0
VEGETABLES,Boiled potato,1835.0,"Potato, novel clone, selection 3 (F03031, grown in New Brunswick), boiled 15 min, reheated in microwave 2-3 min",Canada,2009,79±4,16.0,"Normal, 10",50.0,321.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,79.0,4.0
VEGETABLES,Boiled potato,1836.0,"Potato, novel clone, selection 3 (F03031, grown to maturity in Ontario), boiled 15 min, reheated in microwave 2-3 min",Canada,2009-,73±6,15.0,"Normal, 10",50.0,321.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,73.0,6.0
VEGETABLES,Boiled potato,1837.0,"Potato, novel clone, selection 4 (F03028, grown in New Brunswick), unpeeled, cut into 2.5-3 cm cubes, boiled in salted water for 15 min",Canada,2009,72±8,14.0,"Normal, 10",50.0,394.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,72.0,8.0
VEGETABLES,Boiled potato,1838.0,"Potato, novel clone, selection 4 (F03028, grown in New Brunswick), boiled 15 min, reheated in microwave 2-3 min",Canada,2009,58±5,12.0,"Normal, 10",50.0,394.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,58.0,5.0
VEGETABLES,Boiled potato,,"Boiled potato, mean of 29 studies",,,73,,,,,,,,,,73.0,
VEGETABLES,"Boiled/cooked, potato, white/NS",1839.0,"Irish potato (Solanum tuberosum), peeled, cubed, boiled 30 min",Jamaica,2005,59±4,12.0,"Normal, 10",50.0,231.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,88,59.0,4.0
VEGETABLES,"Boiled/cooked, potato, white/NS",1840.0,"Irish potato (Solanum tuberosum), peeled, boiled 30 min, refrigerated, reheated for 1 min",Canada,2003,71±8,14.0,"Normal, 10",50.0,151.0,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,116,71.0,8.0
VEGETABLES,"Boiled/cooked, potato, white/NS",1841.0,"New potato, unpeeled and boiled 20 min",Australia,1998,78±12,,"Normal, 10",50.0,358.0,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,117,78.0,12.0
VEGETABLES,"Boiled/cooked, potato, white/NS",1842.0,"Potato, NS, boiled",China,2005,66±1,13.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,66.0,1.0
VEGETABLES,"Boiled/cooked, potato, white/NS",1843.0,"Red potatoes, boiled with skin on in salted water for 12 min",Canada,2005,89±7,18.0,"Normal, 12",50.0,352.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,120,89.0,7.0
VEGETABLES,"Boiled/cooked, potato, white/NS",1844.0,"Potato, frozen peeled cubes, boiled (McCain Purely Potato Cubes, McCains, Wendouree, VIC, Australia)",Australia,2010,70±4,14.0,"Normal, 10",50.0,285.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,39,70.0,4.0
VEGETABLES,Boiled potato cooked then cooled,1845.0,"Potato, novel clone, selection 1 (CV92056-4, grown to maturity in Alberta; harvested Oct. 2008), boiled for 15 min, refrigerated at 4°C for 24-28 h, served cold",Canada,2009,55±7,11.0,"Normal, 10",50.0,345.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,55.0,7.0
VEGETABLES,Boiled potato cooked then cooled,1846.0,"Potato, novel clone, selection 1 (CV92056-4, grown in Ontario; harvested Oct. 2009), boiled for 15 min, refrigerated at 4°C for 24-28 h, served cold",Canada,2009-,48±6,10.0,"Normal, 10",50.0,345.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,48.0,6.0
VEGETABLES,Boiled potato cooked then cooled,1847.0,"Potato, novel clone, selection 2 (CV1102-1, grown to maturity in Alberta, harvested Oct. 2008), boiled for 15 min, refrigerated at 4°C for 24-28 h, served cold",Canada,2009,55±7,11.0,"Normal, 9",50.0,360.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,55.0,7.0
VEGETABLES,Boiled potato cooked then cooled,1848.0,"Potato, novel clone, selection 2 (CV1102-1, grown in Alberta, harvested prior to maturity Oct. 2009), boiled for 15 min, refrigerated at 4°C for 24-28 h, served cold",Canada,2009-,41±5,8.0,"Normal, 10",50.0,360.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,41.0,5.0
VEGETABLES,Boiled potato cooked then cooled,1849.0,"Potato, novel clone, selection 3 (F03031, grown in New Brunswick), boiled for 15 min, refrigerated at 4°C for 24-28 h, served cold",Canada,2009,40±5,8.0,"Normal, 10",50.0,321.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,40.0,5.0
VEGETABLES,Boiled potato cooked then cooled,1850.0,"Potato, novel clone, selection 3 (F03031, grown to maturity in Ontario), boiled for 15 min, refrigerated at 4°C for 24-28 h, served cold",Canada,2009-,49±7,10.0,"Normal, 10",50.0,321.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,49.0,7.0
VEGETABLES,Boiled potato cooked then cooled,1851.0,"Potato, novel clone, selection 4 (F03028, grown in New Brunswick), boiled for 15 min, refrigerated at 4°C for 24-28 h, served cold",Canada,2009,44±7,9.0,"Normal, 10",50.0,394.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,110,44.0,7.0
VEGETABLES,Boiled potato cooked then cooled,1852.0,"Potato, red, cubed, boiled in salted water 12 min, stored overnight in refrigerator, consumed cold",Canada,2005,56±5,11.0,"Normal, 12",50.0,352.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,120,56.0,5.0
VEGETABLES,Boiled potato cooked then cooled,,"Potato cooked then cooled, mean of eight foods",,,49,,,,,,,,,,49.0,
VEGETABLES,Canned potatoes,1853.0,"New potatoes, canned, heated in microwave 3 min (Mint Tiny Taters™, Edgell's™ brand, Cheltenham, Australia)",Australia,1998,65±9,13.0,"Normal, 10",50.0,416.0,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,117,65.0,9.0
VEGETABLES,French Fries,1854.0,"French Fries, baked 15 min (OreIda Golden Fries, H.J. Heinz Co, Pittsburgh, PA, USA)",USA,2005,64±6,13.0,"Normal, 12",50.0,233.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,120,64.0,6.0
VEGETABLES,French Fries,1855.0,"French Fries, cooked in oven for 20 min from frozen (McCain Superfries, McCains, Wendouree, VIC, Australia)",Australia,2010,65±4,13.0,"Normal, 10",50.0,208.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,39,65.0,4.0
VEGETABLES,Instant Mashed potato,1856.0,"Instant mashed potato (Idahoan Foods, Lewisville, ID, USA)",USA,2005,88±8,18.0,"Normal, 12",50.0,67.3,"Bread, 2h",Standard,"Capillary, whole blood",YSI,120,88.0,8.0
VEGETABLES,Instant Mashed potato,1857.0,"Instant mashed potato (Idahoan Foods, Lewisville, ID, USA), prepared with water",USA,2001,92±4,18.0,"Normal, 47",50.0,,"Glucose, 2h",Standard,"Capillary, NS",YSI or,42,92.0,4.0
VEGETABLES,Instant Mashed potato,1858.0,"Instant mashed potato (Idahoan Foods, Lewisville, ID, USA), prepared with water",USA,2001,69±9,14.0,"Normal, 21",50.0,,"Glucose, 2h",Standard,"Venous, NS",YSI or,42,69.0,9.0
VEGETABLES,Instant Mashed potato,1859.0,"Instant mashed potato (Idahoan Foods, Lewisville, ID, USA)",USA,1998,97±6,19.0,"Normal, 10",50.0,67.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,97.0,6.0
VEGETABLES,Instant Mashed potato,1860.0,"Potato mash (Homestyle, continental, Unilever, Australasia)13",New Zealand,2011*,72±6,14.0,"Normal, 30",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,69,72.0,6.0
VEGETABLES,Instant Mashed potato,,"Instant mashed potato, mean of five studies",,,84,,,,,,,,,,84.0,
VEGETABLES,Mashed potato,1861.0,"Mashed potato, NS",China,2005,73±3,15.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,73.0,3.0
VEGETABLES,Mashed potato,1862.0,"Mashed potato, Aviko B.V.",UK,2009,76±7,15.0,"Normal, 15",25.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,121,76.0,7.0
VEGETABLES,Mashed potato,1863.0,"Mashed potato, NS",UK,2009,76±7,15.0,"Normal, 15",25.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,121,76.0,7.0
VEGETABLES,Mashed potato,1864.0,"Potato, Folva, precooked, peeled, salted, vacuum packed and then boiled until soft to the center, drained and mashed (Superior Potet, Hoff SA, Gjøvik, Norway) 11",Norway,2019*,81±4,16.0,"Normal, 13",50.0,325.2,"Glucose, 2h",Standard,"Capillary, plasma",YSI,80,81.0,4.0
VEGETABLES,Mashed potato,1865.0,"Pontiac potato, peeled, cubed, boiled 15 min, mashed",Australia,1998,91±9,18.0,"Normal, 10",50.0,414.0,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,117,91.0,9.0
VEGETABLES,Mashed potato,,"Mashed potato, mean of five studies",,,79,,,,,,,,,,79.0,
VEGETABLES,Microwaved potato,1866.0,"Estima potato, cooked in microwave 6 min then baked 10 min",UK,2005,93±8,19.0,"Normal, 10",50.0,290.7,"Glucose, 2h",Standard,"Capillary, whole blood",Glucometer9,49,93.0,8.0
VEGETABLES,Microwaved potato,1867.0,"Pontiac potato, peeled, cooked in microwave on high for 6-7.5 min",Australia,1998,79±9,16.0,"Normal, 10",50.0,414.0,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,117,79.0,9.0
VEGETABLES,Microwaved potato,1868.0,"Prince Edward Island white potato, cooked in microwave for 18 min",Canada,2005,73±5,15.0,"Normal, 12",50.0,298.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,120,73.0,5.0
VEGETABLES,Microwaved potato,1869.0,"Russet Burbank Norkotah potato, unpeeled, cooked in microwave for 18 min",USA,2005,77±9,15.0,"Normal, 12",50.0,376.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,120,77.0,9.0
VEGETABLES,"Potato, other preparation methods",1870.0,"California white potatoes, cubed, roasted in soybean oil",USA,2005,72±8,14.0,"Normal, 12",50.0,376.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,120,72.0,8.0
VEGETABLES,"Potato, other preparation methods",1871.0,"Irish potato (Solanum tuberosum), peeled, fried in vegetable oil",Jamaica,2005,70±6,14.0,"Normal, 10",50.0,249.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,88,70.0,6.0
VEGETABLES,"Potato, other preparation methods",1872.0,"Hash Browns, crispy shredded potato cakes, frozen, baked at 230oC for 17 min, Birds Eye™",Australia,2012,56±6,11.0,"Normal, 10",50.0,280.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,56.0,6.0
VEGETABLES,"Potato, other preparation methods",1873.0,"Potato, NS, steamed",China,2005,62±2,12.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,62.0,2.0
VEGETABLES,"Sweet potato/Kumara, baked",1874.0,"Sweet potato (Ipomoea batatas), Dor cultivar, baked with skin on at 175oC for 45 min",Jamaica,2008,83±6,17.0,"Normal, 10",50.0,173.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,122,83.0,6.0
VEGETABLES,"Sweet potato/Kumara, baked",1875.0,"Sweet potato (Ipomoea batatas), Clarendon cultivar, baked with skin on at 175oC for 45 min",Jamaica,2008,83±3,17.0,"Normal, 10",50.0,162.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,122,83.0,3.0
VEGETABLES,"Sweet potato/Kumara, baked",1876.0,"Sweet potato (Ipomoea batatas), Eustace cultivar, baked with skin on at 175oC for 45 min",Jamaica,2008,93±5,19.0,"Normal, 10",50.0,182.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,122,93.0,5.0
VEGETABLES,"Sweet potato/Kumara, baked",1877.0,"Sweet potato (Ipomoea batatas), Fire on Land cultivar, baked with skin on at 175oC for 45 min",Jamaica,2008,87±4,17.0,"Normal, 10",50.0,186.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,122,87.0,4.0
VEGETABLES,"Sweet potato/Kumara, baked",1878.0,"Sweet potato (Ipomoea batatas), Ganja cultivar, baked with skin on at 175oC for 45 min",Jamaica,2008,82±3,16.0,"Normal, 10",50.0,162.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,122,82.0,3.0
